"Identity","SparkBlue550","APC","APCFire750","APCFire810","APCR700","AlexaFluor488","AlexaFluor647","BUV395","BUV496","BUV563","BUV615","BUV661","BUV737","BUV805","BV421","BV480","BV510","BV605","BV650","BV711","BV750","BV786","PE","PECy5","PEDazzle594","PEVio770","PacificBlue","PerCPCy55","ZombieNIR"
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786pos_PEneg-PECy5pos_PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711neg-BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737pos_BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510pos_BV605neg-BV650neg-BV711neg-BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496pos_BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480pos_BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480pos_BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421pos_BV480pos_BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRpos_",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496pos_BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805neg-BV421pos_BV480pos_BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786pos_PEpos_PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRpos_",1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711neg-BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594pos_PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496pos_BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510pos_BV605pos_BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEpos_PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCpos_APCFire750neg-APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496pos_BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480pos_BV510pos_BV605pos_BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
"SparkBlue550pos_APCpos_APCFire750neg-APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563pos_BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421pos_BV480pos_BV510pos_BV605pos_BV650pos_BV711pos_BV750pos_BV786neg-PEpos_PECy5pos_PEDazzle594pos_PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"SparkBlue550pos_APCpos_APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"SparkBlue550pos_APCpos_APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563pos_BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510pos_BV605pos_BV650pos_BV711pos_BV750pos_BV786neg-PEpos_PECy5pos_PEDazzle594pos_PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,1,1,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRpos_",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750neg-APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563pos_BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510pos_BV605neg-BV650neg-BV711neg-BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRpos_",1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750pos_BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496pos_BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510pos_BV605pos_BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRpos_",1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496pos_BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805neg-BV421neg-BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRpos_",1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55neg-ZombieNIRneg-",1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700pos_AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510neg-BV605neg-BV650pos_BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5pos_PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5pos_PEDazzle594neg-PEVio770neg-PacificBlueneg-PerCPCy55pos_ZombieNIRpos_",1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810neg-APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615pos_BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEpos_PECy5pos_PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480neg-BV510pos_BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770neg-PacificBluepos_PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395neg-BUV496neg-BUV563pos_BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421pos_BV480pos_BV510pos_BV605neg-BV650pos_BV711pos_BV750neg-BV786pos_PEneg-PECy5pos_PEDazzle594neg-PEVio770pos_PacificBluepos_PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0
"SparkBlue550pos_APCneg-APCFire750pos_APCFire810pos_APCR700neg-AlexaFluor488pos_AlexaFluor647neg-BUV395pos_BUV496neg-BUV563neg-BUV615neg-BUV661neg-BUV737neg-BUV805pos_BV421neg-BV480neg-BV510neg-BV605neg-BV650neg-BV711pos_BV750neg-BV786neg-PEneg-PECy5neg-PEDazzle594neg-PEVio770pos_PacificBlueneg-PerCPCy55pos_ZombieNIRneg-",1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
